Gender,10percentage,12graduation,12percentage,CollegeID,CollegeTier,collegeGPA,CollegeCityID,CollegeCityTier,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
1,75.0,2010,60.4,13599,2,72.0,13599,1,2014,350,445,510,0.557389505646088,-1,324,-1,-1,420,-1,-1,-0.5116,-1.6191,-0.7585,-0.1076,-0.2511
1,87.0,2009,68.0,222,2,69.0,222,0,2014,475,535,765,0.338786347219528,305,292,-1,-1,-1,-1,-1,1.8517,-1.6191,-1.3733,-1.2486,1.0554
1,64.0,2008,63.33,8811,2,71.0,8811,1,2014,415,545,524,-1.0,-1,-1,-1,-1,-1,-1,-1,1.8517,0.2124,2.1617,-2.0092,-0.2859
1,74.0,2006,76.6,198,2,73.6,198,0,2012,475,575,615,0.958682016566051,-1,-1,-1,538,-1,-1,-1,-0.5719,1.2028,-0.8157,0.41483,-0.2875
1,76.96,2010,70.0,9170,2,70.0,9170,1,2014,350,240,210,0.112139438207403,315,228,-1,-1,-1,-1,-1,0.99,-0.9531,1.0859,0.5262,-0.0943
1,84.5,2011,85.0,883,2,72.3,883,0,2015,615,530,475,0.842248322257836,525,-1,469,-1,-1,-1,-1,-0.5899,-0.7866,-1.2196,0.9066,-0.8608
1,68.6,2007,62.6,55,2,74.95,55,0,2014,325,435,340,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.3027,-1.4526,-0.2974,1.6672,0.8637
1,92.3,2009,95.0,13741,2,80.0,13741,0,2013,465,570,680,0.694479327708463,485,366,-1,-1,-1,-1,-1,1.1336,1.5293,0.3034,-1.8824,0.9404
1,90.6,2009,78.0,8351,1,62.0,8351,0,2013,710,565,690,0.338786347219528,395,292,-1,-1,-1,-1,-1,-1.0208,0.3789,-1.2196,-0.995,-0.0943
1,68.0,2009,72.0,6659,2,70.0,6659,1,2013,440,425,415,0.622642915849938,455,-1,407,-1,-1,-1,-1,-0.5899,-0.6201,0.1637,0.1459,-0.6692
1,83.6,2009,90.2,1487,2,69.3,1487,0,2013,405,480,665,0.649389714846691,345,356,-1,-1,-1,-1,-1,0.5591,-1.1196,-0.9122,-1.5021,-0.6692
1,64.0,2008,61.0,310,2,72.0,310,0,2012,345,335,275,0.245455659999829,335,-1,-1,-1,-1,-1,-1,-0.4173,0.3448,-0.1988,0.17983,-0.0506
0,78.0,2006,53.0,6570,2,65.0,6570,0,2011,475,485,525,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.6646,0.8128,-0.344,-0.2902,0.1864
1,86.0,2006,82.83,182,2,68.5,182,1,2010,455,305,595,0.765673581234011,485,-1,-1,-1,-1,-1,-1,1.2828,1.2808,0.0914,0.1798,0.6603
1,67.0,2008,78.0,2563,2,80.0,2563,0,2013,450,545,515,0.998876108102859,585,-1,653,-1,-1,-1,-1,-1.8083,-2.4243,-2.0131,-0.0552,-2.9731
1,87.4,2009,86.6,830,2,78.4,830,1,2013,485,475,620,0.824666400671332,505,400,-1,-1,-1,-1,-1,-0.0154,1.2114,1.0859,-1.2486,0.2889
1,71.13,2009,66.0,13095,2,77.7,13095,1,2013,345,495,575,0.985461394326131,-1,500,-1,-1,-1,-1,-1,0.8463,0.0459,1.0859,0.2727,1.6302
1,81.4,2010,74.4,2388,2,84.0,2388,1,2014,560,565,455,0.965327157739783,405,-1,-1,-1,-1,-1,-1,-0.4463,0.3789,0.7785,0.2727,-0.6692
1,55.0,2005,68.0,8718,2,59.0,8718,0,2012,475,415,435,0.486747008438193,385,-1,376,-1,-1,-1,-1,-0.7651,0.0328,0.0914,1.4136,0.0284
1,88.33,2008,85.2,3801,2,88.3,3801,0,2012,585,575,605,0.960903087163164,595,-1,-1,-1,-1,-1,-1,-1.4606,-1.8393,-1.6502,0.2679,-1.8673
1,91.6,2008,82.4,400,1,81.9,400,0,2013,615,605,725,0.945134855960355,-1,-1,-1,526,-1,-1,-1,-1.1644,-0.7866,-1.2196,0.653,-1.6273
1,80.6,2009,80.7,55,2,72.5,55,0,2014,625,525,635,0.493596387301038,435,324,-1,-1,-1,-1,-1,0.8463,0.8784,1.7007,-0.4879,0.0973
1,76.6,2009,82.2,67,2,72.0,67,0,2013,520,610,705,0.952245572924303,585,-1,-1,-1,-1,-1,-1,-1.0208,-0.2871,-0.9122,0.0192,-2.0105
1,76.0,2008,73.0,198,2,64.0,198,0,2013,464,405,524,0.229481754911755,405,266,-1,-1,-1,366,-1,-0.0696,0.5008,-0.6343,-0.26087,-0.9194
1,62.0,2006,71.0,374,2,67.0,374,0,2010,425,385,435,0.819416529835888,505,-1,-1,-1,-1,-1,-1,1.7465,1.5928,0.8171,-0.4078,0.6603
1,53.0,2008,62.0,3579,2,69.0,3579,0,2014,500,360,330,0.649389714846691,-1,356,-1,-1,-1,-1,-1,-0.159,-0.1206,0.4711,0.7798,0.6721
1,82.0,2008,79.6,1011,2,68.0,1011,0,2012,350,520,450,0.783303536670298,295,388,-1,-1,-1,-1,-1,-0.5899,0.5454,0.1637,1.1601,1.247
0,87.7,2009,88.5,6568,2,85.9,6568,0,2013,695,545,560,0.968237495890543,605,-1,-1,-1,-1,-1,-1,-0.7335,0.7119,0.9322,-0.6147,1.0554
1,78.8,2009,70.4,15404,2,73.0,15404,0,2014,465,510,370,0.649389714846691,-1,356,-1,-1,-1,393,-1,1.7081,0.3789,0.7785,-2.136,0.6721
0,88.88,2008,71.0,14708,2,87.0,14708,0,2012,365,475,485,0.824666400671332,-1,400,-1,-1,-1,-1,-1,1.4374,1.4368,-0.598,-1.7004,0.1864
1,94.4,2008,94.16,3076,2,87.2,3076,0,2012,495,585,585,0.995613796625388,-1,-1,-1,616,-1,-1,-1,-0.3014,0.3448,-0.344,-0.43717,0.3444
1,69.0,2009,61.3,5039,2,69.0,5039,0,2013,430,425,295,0.338786347219528,175,292,-1,-1,-1,-1,-1,0.1282,0.5454,-0.6048,0.0192,-1.0524
1,73.8,2006,55.8,1436,2,54.0,1436,0,2011,395,405,445,0.376059586651545,-1,300,-1,-1,-1,286,-1,-3.5085,-1.9953,-0.7794,0.2973,-1.3934
1,67.0,2007,81.0,1070,2,60.38,1070,1,2011,545,455,515,0.229481754911755,455,266,-1,-1,-1,366,-1,-0.5719,-0.7473,-0.1988,0.0623,-1.3934
1,82.25,2009,83.6,1906,2,82.9,1906,1,2013,440,680,665,0.493596387301038,-1,324,-1,-1,-1,393,-1,1.1336,1.2114,0.1637,-2.136,1.247
1,84.0,2010,78.8,648,1,67.27,648,0,2014,700,640,510,0.996744486852253,675,-1,623,-1,-1,-1,-1,0.8463,0.5454,1.2396,-0.7415,1.0554
0,84.0,2009,77.0,3944,2,77.6,3944,1,2013,605,475,325,0.413838255788123,385,-1,-1,-1,-1,-1,-1,0.1282,-0.6201,0.1637,-0.3612,0.0973
0,72.0,2008,69.8,4501,2,67.84,4501,0,2014,420,385,440,0.23780283983757,395,-1,315,-1,-1,-1,-1,0.5591,0.3789,0.9322,-0.7415,-0.0943
1,60.0,2007,63.0,55,2,54.0,55,0,2012,425,205,325,0.0081547752353218,-1,133,-1,-1,-1,-1,-1,-0.5719,-1.2543,0.163999999999999,1.11982999999999,-1.3934
1,69.83,2008,53.85,9699,2,66.88,9699,1,2013,450,410,400,0.377551419424541,375,-1,-1,-1,-1,-1,-1,-0.159,0.0459,0.01,0.2727,0.4805
1,78.83,2008,80.5,2550,1,69.1,2550,0,2013,595,520,605,0.649389714846691,475,356,-1,-1,-1,-1,-1,-0.4463,0.5454,1.3933,-0.7415,0.8637
1,87.33,2007,89.0,9557,2,75.4,9557,1,2011,525,415,475,0.819416529835888,505,-1,-1,-1,-1,-1,-1,0.8192,0.5008,0.8171,-0.4078,0.1864
1,88.5,2007,85.4,5671,2,93.6,5671,0,2011,505,605,675,0.960603251997053,-1,466,-1,-1,-1,340,-1,-0.4173,0.6568,-0.9245,-0.4078,0.8183
1,68.14,2010,61.7,15863,2,70.4,15863,1,2014,520,575,485,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.0154,0.2124,0.4711,0.1459,0.6721
1,75.2,2006,73.4,75,2,72.4,75,0,2011,505,575,615,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-1.9629,-1.0593,-0.7794,0.7673,-0.6035
1,87.0,2009,92.0,66,2,78.0,66,0,2013,590,545,705,0.376059586651545,-1,300,-1,-1,-1,-1,-1,0.2718,0.3789,-0.7585,-0.6147,0.0973
1,62.13,2010,74.0,64,2,65.6,64,0,2013,475,610,415,0.916869961103619,555,-1,-1,-1,-1,-1,-1,0.99,-0.2871,-0.2974,0.5262,-2.3937
0,87.0,2008,96.6,1141,2,80.14,1141,0,2012,415,425,675,0.0587928000083534,395,200,-1,-1,-1,366,-1,1.59199999999999,1.5538,-1.5776,-0.8778,-0.9194
0,82.0,2008,82.0,7016,2,80.7,7016,1,2012,505,565,545,0.0587928000083534,-1,200,-1,-1,-1,-1,-1,-1.1901,-0.7863,0.0552,1.7074,-1.0774
0,71.0,2005,75.0,429,2,65.0,429,0,2010,415,555,435,0.376059586651545,335,300,-1,-1,-1,-1,-1,0.6646,-1.0593,0.2366,-1.1128,0.6603
1,72.36,2007,80.83,879,2,63.0,879,1,2011,370,460,340,0.538386892985096,455,333,-1,-1,-1,-1,-1,-0.159,-0.6201,-0.2974,-1.1218,0.0973
0,78.08,2006,62.5,3801,2,84.3,3801,0,2012,405,545,365,0.793580614548506,495,-1,-1,-1,-1,-1,-1,0.6646,0.8128,-0.9245,-1.3478,0.4234
0,90.0,2009,93.0,4883,2,77.3,4883,1,2013,415,410,535,0.881620069530177,325,420,-1,-1,-1,-1,-1,-0.3027,0.8784,0.9322,0.7798,-0.0943
1,65.0,2010,71.25,2921,2,76.0,2921,0,2014,370,480,645,0.984661887783942,-1,-1,-1,-1,612,-1,-1,-0.159,0.0459,0.7785,0.0192,0.2889
1,63.0,2011,69.32,220,2,71.0,220,0,2014,335,350,345,0.0800552813405495,355,-1,253,-1,-1,-1,-1,1.1336,1.2114,0.6248,-1.2486,1.247
1,81.0,2009,79.0,272,2,70.02,272,0,2013,570,585,470,0.824666400671332,455,400,-1,-1,-1,-1,-1,-1.0208,0.0459,1.547,0.3995,0.8637
1,80.63,2008,72.4,6851,2,73.3,6851,0,2013,325,485,515,0.308400582860308,355,-1,-1,-1,-1,-1,-1,-0.3027,1.0449,1.547,1.6672,-0.2859
1,68.2,2010,76.4,13,1,69.0,13,1,2014,650,445,475,0.649389714846691,435,356,407,-1,-1,-1,-1,-1.1644,0.2124,-0.2974,0.0192,-1.0524
1,57.0,2007,55.0,2679,2,60.0,2679,1,2012,395,270,295,-1.0,-1,-1,-1,-1,-1,-1,-1,0.8463,1.0449,-1.2196,0.7798,-0.0943
0,82.0,2008,86.0,5050,2,81.0,5050,0,2012,405,375,585,0.704090412131314,465,-1,-1,-1,-1,-1,-1,1.59199999999999,1.5928,1.2525,-1.1128,-0.6035
1,78.0,2009,70.0,11848,1,62.0,11848,0,2014,555,645,635,0.336185066042399,325,-1,-1,-1,366,-1,-1,1.1336,1.5444,1.8543,-1.7556,0.0973
1,68.8,2007,68.7,1175,2,67.0,1175,0,2011,545,485,505,0.229481754911755,355,266,-1,-1,-1,-1,-1,0.51,0.8128,0.5269,1.0024,-0.4455
1,70.0,2008,61.0,8776,2,67.6,8776,0,2012,605,580,655,0.356536487724475,-1,-1,346,-1,-1,-1,-1,1.5644,0.8784,1.2396,-2.643,0.0973
1,83.83,2008,79.83,55,2,72.16,55,0,2012,475,465,565,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-1.9629,0.1498,0.925999999999999,0.53233,-0.4455
1,92.2,2010,88.6,13439,2,74.2,13439,0,2014,580,655,705,0.557389505646088,415,-1,-1,-1,420,-1,-1,0.5591,0.0459,0.3174,-0.8682,-0.0943
1,69.33,2003,63.0,11157,1,85.2,11157,0,2011,585,585,635,0.884122511593735,535,-1,-1,-1,-1,-1,-1,0.0464,0.9688,0.3817,-1.3478,-0.2875
1,78.5,2004,82.0,1428,2,77.0,1428,1,2011,425,425,435,0.525922584252055,415,-1,-1,-1,-1,-1,-1,0.8192,-0.4353,0.8171,-0.4078,0.0284
1,73.5,2008,81.0,1906,2,73.8,1906,1,2011,415,445,615,0.376059586651545,155,300,-1,-1,-1,286,-1,-1.1901,0.9688,0.3817,0.0623,0.8183
1,91.53,2010,71.17,3291,1,60.7,3291,1,2014,545,615,820,0.59828069148683,-1,-1,315,407,-1,-1,-1,0.5591,1.0449,-0.2974,-1.6289,0.6721
1,76.5,2006,69.0,413,1,64.2,413,0,2013,635,585,665,0.356536487724475,505,-1,346,-1,-1,-1,-1,1.5644,0.0459,1.2396,-1.2486,0.4805
1,82.8,2006,80.4,285,1,80.7,285,0,2011,475,545,585,0.824666400671332,-1,400,-1,-1,-1,-1,-1,-0.1082,-1.2153,-1.3599,-0.6428,-0.1295
1,75.4,2009,68.8,220,2,79.0,220,0,2014,440,565,430,0.356536487724475,255,-1,346,-1,-1,-1,-1,1.7081,0.7119,1.2396,-1.8824,-0.2859
0,78.0,2006,82.0,1014,2,61.0,1014,0,2010,405,465,425,0.0233121682429863,345,166,-1,-1,-1,-1,-1,0.2009,0.8128,-0.344,-0.5253,0.6603
1,67.5,2006,63.6,3579,2,61.65,3579,0,2011,545,425,605,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-0.7264,-0.4353,-0.0537,-0.0552,0.1864
0,90.0,2010,74.0,12387,2,75.0,12387,0,2014,520,545,450,0.649389714846691,455,356,-1,-1,-1,-1,-1,0.4155,1.0449,-0.1437,-1.2486,-0.4776
1,80.5,2008,95.0,2929,2,77.37,2929,0,2012,505,615,625,0.273500330399518,-1,-1,-1,332,-1,-1,-1,0.8192,1.5928,0.672,3.235,-0.8799
1,69.2,2008,71.2,75,2,67.46,75,0,2012,425,535,555,0.376059586651545,-1,300,-1,-1,-1,340,-1,-1.6538,1.1248,0.8171,-0.0552,-0.406
1,77.4,2007,72.48,472,2,54.75,472,1,2010,415,475,455,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-0.5719,-0.5913,-0.7794,-0.5253,0.3444
1,81.9,2008,72.0,272,2,71.9,272,0,2012,465,415,485,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.308,-0.4536,0.01,0.1459,-1.0524
0,82.7,2010,91.0,11788,2,73.0,11788,0,2014,490,435,560,0.0800552813405495,425,-1,253,-1,-1,-1,-1,0.4155,1.2114,0.4711,-0.4879,0.2889
1,71.0,2008,62.0,1087,2,73.0,1087,0,2013,570,495,595,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-0.5899,-0.4536,-0.6048,0.9066,-0.4776
0,90.0,2008,93.0,8970,2,83.7,8970,1,2012,425,515,395,0.488347976782714,405,-1,-1,-1,-1,-1,-1,0.3555,-0.2793,0.2366,1.4724,0.5419
1,91.3,2010,88.9,4128,2,74.86,4128,1,2014,525,545,560,0.486747008438193,455,-1,376,-1,-1,-1,-1,-1.0208,0.7119,0.4711,-0.2344,0.2889
1,82.0,2008,70.16,2353,2,85.8,2353,0,2012,415,245,485,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-2.1175,-2.9314,-2.2308,-0.8778,-3.9605
1,70.2,2005,55.0,9072,2,87.0,9072,0,2012,425,485,345,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-0.7264,-1.0593,-1.0697,0.7673,-2.3017
1,59.3,2006,60.4,348,2,67.1,348,0,2011,495,635,405,0.600057182338341,435,-1,-1,-1,-1,-1,-1,1.4374,0.5008,1.3977,0.2973,-0.2875
1,78.0,2010,76.6,119,1,75.0,119,0,2014,590,555,545,0.911395278391328,525,-1,500,-1,-1,-1,-1,-0.159,-0.2871,0.01,-0.6147,0.2889
1,82.0,2008,69.4,1872,2,71.8,1872,0,2013,645,595,655,0.953899775079926,635,-1,530,-1,-1,-1,-1,0.1282,0.5454,-1.3733,-1.2486,0.6721
0,73.2,2008,57.6,3725,2,68.2,3725,0,2012,475,505,375,0.622642915849938,-1,-1,407,-1,-1,-1,-1,-0.0154,0.5454,0.7785,-1.5021,-1.0524
1,83.75,2009,74.8,8297,2,75.9,8297,1,2013,660,630,680,0.77657832422745,-1,-1,-1,-1,-1,393,-1,-0.8772,-0.2871,-2.1418,0.2727,-0.6692
0,94.24,2007,89.67,4023,2,78.24,4023,1,2011,555,495,465,0.819416529835888,505,-1,-1,-1,-1,-1,-1,-0.4173,0.9688,0.5269,1.2374,0.1864
0,73.8,2009,92.9,7269,2,71.9,7269,1,2013,545,520,545,0.206710618336758,325,-1,-1,313,-1,-1,-1,0.5591,1.0449,1.2396,-0.8682,0.0973
1,71.84,2010,66.83,3770,2,70.35,3770,0,2016,640,615,585,0.974396112538398,615,-1,-1,-1,-1,-1,-1,0.1282,0.2124,-0.9122,1.0333,-0.0943
1,82.0,2008,91.9,1141,2,63.0,1141,0,2012,495,505,625,0.925140311588387,-1,-1,-1,512,-1,-1,-1,0.3555,0.3002,-0.824,-0.99527,-0.1295
1,56.5,2006,56.8,35,1,79.29,35,1,2013,370,525,545,0.960903087163164,595,-1,-1,-1,-1,-1,-1,-0.7335,-0.9531,-1.6807,0.3995,-1.0524
1,67.0,2008,60.44,14708,2,72.0,14708,0,2014,455,455,380,0.23780283983757,455,-1,315,-1,-1,-1,-1,1.5644,1.5444,0.7785,0.1459,0.8637
1,82.0,2006,65.0,115,2,66.39,115,0,2011,515,585,535,0.952245572924303,585,-1,-1,-1,-1,-1,-1,-0.5719,1.1248,0.8171,-0.9953,0.1864
1,56.0,2008,58.4,272,2,55.0,272,0,2012,404,285,385,0.165633091512476,305,-1,-1,-1,-1,-1,-1,-1.9629,-1.2543,-0.2714,0.0623,-0.2875
1,75.0,2007,56.0,11982,2,72.0,11982,0,2012,465,365,475,0.229481754911755,-1,266,-1,-1,-1,-1,-1,0.9737,0.2668,-1.7954,-1.4653,-0.2875
1,87.68,2009,75.0,319,2,69.0,319,1,2013,415,425,280,-1.0,435,-1,346,-1,-1,-1,-1,0.2718,-0.4536,0.7785,-2.5163,-0.2859
0,74.0,2010,78.0,172,2,75.0,172,0,2014,415,545,510,0.486747008438193,335,-1,376,-1,-1,-1,-1,1.2772,1.2114,0.01,-1.1218,0.4805
0,76.18,2007,86.33,1034,2,73.46,1034,0,2011,485,545,385,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.3555,1.2808,0.2366,1.3549,1.2923
1,76.0,2005,71.0,23,2,70.0,23,0,2010,345,475,625,0.342314899911815,365,-1,-1,-1,-1,-1,-1,0.3555,1.2808,1.3977,-0.9953,-0.2875
1,79.68,2008,65.83,1384,2,79.4,1384,0,2012,435,554,515,0.490636955889964,-1,-1,-1,383,-1,-1,-1,-1.8083,-0.9033,-1.0697,0.2973,-0.406
0,78.72,2010,69.88,979,2,70.42,979,1,2014,450,410,320,0.744758354008939,445,-1,438,-1,-1,-1,-1,-0.159,0.0459,-0.4511,-0.3612,-0.0943
1,80.5,2008,68.4,11571,1,67.95,11571,1,2012,565,544,505,0.793580614548506,495,-1,-1,-1,-1,-1,-1,-0.1082,0.9688,-0.0537,0.7673,-0.2875
0,82.0,2008,65.6,12378,2,54.68,12378,0,2012,415,450,430,0.765673581234011,485,-1,-1,-1,-1,-1,-1,-1.6538,0.5008,1.1437,1.2374,-0.4455
1,86.2,2008,91.33,3944,2,84.0,3944,1,2012,465,415,530,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-2.272,-0.9033,-0.6343,0.4148,-1.4724
1,64.0,2009,66.5,9189,2,70.52,9189,1,2013,395,570,430,0.356536487724475,415,-1,346,-1,-1,-1,-1,-0.7335,-0.7866,-0.4511,1.4136,-0.4776
1,88.83,2008,97.2,9189,2,75.0,9189,1,2012,485,585,695,0.910770164246022,475,433,-1,-1,-1,-1,-1,-0.5719,0.7348,0.3817,0.1798,-0.4455
1,67.42,2010,85.5,314,2,75.04,314,1,2014,590,520,605,0.842248322257836,515,-1,469,-1,-1,-1,-1,0.1282,-0.4536,-0.2974,0.5262,-2.0105
0,79.33,2008,71.0,973,2,70.08,973,0,2013,405,470,450,0.493596387301038,325,324,-1,-1,-1,-1,-1,1.4208,0.2124,0.4711,-0.995,0.8637
1,90.4,2008,65.0,315,2,80.3,315,1,2012,615,620,750,0.229481754911755,355,266,-1,-1,-1,-1,-1,0.2782,-0.4353,-0.1988,0.7086,-0.7615
1,82.4,2010,72.0,8350,2,64.06,8350,0,2014,485,525,545,0.338786347219528,-1,292,-1,-1,-1,-1,-1,-0.0154,0.3789,0.6248,0.9066,0.6721
1,68.8,2006,63.6,10932,2,68.2,10932,0,2011,315,515,565,0.694479327708463,-1,366,-1,-1,-1,313,-1,1.4374,0.3448,0.0914,-0.0552,0.5024
1,77.0,2008,66.0,11425,2,64.25,11425,1,2013,770,565,430,0.744758354008939,555,-1,438,-1,-1,-1,-1,-1.0208,-0.2871,0.1637,-0.3612,1.0554
1,84.6,2010,70.4,14004,2,75.0,14004,0,2014,580,625,545,0.536782666535172,-1,-1,-1,-1,-1,-1,356,1.5644,1.7109,0.7785,-0.8682,1.247
1,91.8,2008,82.7,47,1,75.39,47,1,2013,580,640,720,0.971663490820888,-1,-1,-1,553,-1,-1,-1,-0.159,0.8784,0.3174,0.2727,0.4805
1,78.25,2009,74.6,5216,2,78.6,5216,1,2013,720,450,590,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.8772,0.7119,0.4711,-0.1076,0.6721
0,70.0,2007,69.0,5158,2,76.11,5158,0,2012,565,445,625,-1.0,465,-1,-1,-1,-1,-1,-1,0.1282,0.0459,0.3174,0.2727,0.2889
1,58.0,2008,64.0,7134,2,62.0,7134,0,2012,475,485,365,0.10487135986097,275,-1,-1,-1,-1,-1,-1,0.3941,0.1888,1.2525,-0.349,-1.2354
1,87.0,2008,75.0,17199,2,68.62,17199,0,2013,560,555,535,0.622642915849938,535,-1,407,-1,-1,-1,-1,-0.5899,-0.9531,0.01,0.0192,-1.0524
1,69.5,2008,64.4,96,2,68.0,96,0,2013,435,575,415,-1.0,-1,-1,-1,-1,-1,-1,-1,0.9737,0.6178,-0.7068,-0.17277,0.3444
1,83.14,2006,58.0,412,2,69.94,412,0,2010,595,435,475,-1.0,265,-1,-1,-1,-1,-1,-1,-2.272,0.3448,-1.2148,-0.0552,0.3444
1,95.8,2010,87.16,482,2,79.0,482,0,2014,430,395,500,0.0669607065028304,-1,-1,-1,253,-1,-1,-1,-0.5899,-1.1196,0.4711,-0.7415,-1.4356
1,87.0,2009,92.5,44,2,75.64,44,0,2014,570,645,870,0.985461394326131,415,500,-1,-1,553,-1,-1,0.7027,-0.1206,-0.1437,-2.0092,-1.4356
1,84.75,2008,75.6,275,2,94.7,275,1,2013,510,545,780,0.538386892985096,-1,333,-1,-1,-1,446,-1,0.2718,-0.6201,-0.6048,0.7798,0.0973
1,75.0,2007,75.0,893,2,70.0,893,0,2011,555,545,635,0.979521744319216,625,-1,-1,-1,-1,-1,-1,1.2828,1.5928,0.2366,-1.2303,0.6603
1,68.0,2007,70.0,973,2,64.0,973,0,2013,395,555,475,0.0800552813405495,525,-1,253,-1,-1,-1,-1,0.2718,1.3779,0.1637,-0.7415,0.8637
1,75.0,2008,62.8,5904,2,64.7,5904,0,2012,555,625,535,0.124502074009537,-1,233,-1,-1,-1,-1,-1,-0.2628,-1.2153,-1.5051,-0.8778,-0.6035
1,83.33,2010,80.3,16186,1,76.0,16186,0,2014,720,580,645,0.725984147969479,-1,-1,-1,438,-1,-1,-1,1.2772,1.2114,1.3933,-2.0092,-0.0943
0,92.8,2006,83.0,3076,2,86.7,3076,0,2012,375,435,425,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-0.880999999999999,-0.7473,-0.6343,-0.29027,-0.5245
1,91.8,2009,89.0,1754,2,66.2,1754,0,2013,675,500,575,0.744758354008939,395,-1,438,-1,-1,-1,-1,0.99,1.7109,0.1637,1.0333,1.247
1,72.0,2007,76.0,66,2,71.32,66,0,2012,510,535,545,0.884122511593735,535,-1,-1,-1,-1,-1,-1,0.2782,1.4368,1.3977,0.0035,0.6603
0,80.0,2008,83.0,9019,2,80.67,9019,0,2012,534,515,485,0.765673581234011,485,-1,-1,-1,-1,-1,-1,1.59199999999999,0.9688,0.4906,2.1774,-0.1295
0,93.6,2010,69.8,15578,2,68.57,15578,0,2014,605,485,650,0.953899775079926,365,-1,530,-1,-1,-1,-1,0.5591,1.0449,0.3174,1.2869,0.6721
1,70.0,2008,68.67,7495,2,56.36,7495,0,2012,415,535,425,0.714529363243447,-1,-1,-1,435,-1,-1,-1,1.7852,1.9048,1.3977,0.2679,-0.6035
1,81.5,2012,89.0,3026,2,69.2,3026,1,2013,395,500,530,0.960603251997053,335,466,-1,-1,-1,-1,-1,1.4208,0.3789,0.9322,1.4136,0.2889
1,90.4,2009,83.6,1570,2,76.4,1570,0,2013,675,570,645,0.984661887783942,635,-1,-1,-1,612,-1,-1,0.2718,0.2124,0.4711,-1.5021,-0.0943
0,73.0,2008,71.0,9481,2,73.4,9481,0,2012,575,385,335,0.538386892985096,285,333,-1,-1,-1,-1,-1,0.2782,1.1248,-0.344,-0.7015,0.5024
1,86.6,2009,75.0,11637,2,74.0,11637,0,2013,505,545,565,0.356536487724475,475,-1,346,-1,-1,-1,-1,-2.5039,0.0328,0.3817,0.26793,0.5024
1,69.0,2009,87.0,1428,2,60.0,1428,1,2013,310,400,455,0.130441735719574,-1,-1,-1,286,-1,-1,-1,-1.0208,-0.7866,-0.7585,1.6672,-3.735
1,72.6,2008,71.4,7557,2,67.0,7557,1,2014,685,595,690,0.842248322257836,575,-1,469,-1,-1,-1,-1,-2.7443,-0.2871,-0.2974,1.2869,-2.2021
1,88.0,2008,80.0,186,2,78.0,186,0,2012,455,684,635,0.974396112538398,615,-1,-1,-1,-1,-1,-1,1.1283,-0.6693,0.0552,-2.0529,-0.9194
1,76.0,2009,89.8,272,2,62.0,272,0,2015,595,530,630,-1.0,-1,-1,-1,-1,-1,-1,-1,0.5591,0.7119,0.01,-0.2344,0.8637
1,77.6,2010,77.4,6874,2,72.0,6874,0,2014,630,520,355,0.842248322257836,645,-1,469,-1,-1,-1,-1,-1.1644,-1.1196,-0.9122,-0.1076,-0.6692
0,82.13,2006,78.5,1277,2,62.13,1277,1,2010,755,625,665,0.930370607202691,565,-1,-1,-1,-1,-1,-1,-0.4173,-0.1232,-1.0697,0.4148,0.6603
1,72.8,2008,80.2,5015,2,78.5,5015,0,2014,440,415,560,0.276047228046856,345,-1,-1,-1,-1,-1,-1,1.4208,0.8784,2.1617,-0.995,0.8637
1,76.0,2009,68.2,8160,2,70.0,8160,0,2013,615,485,525,-1.0,445,-1,407,-1,-1,-1,-1,1.2772,0.8784,0.4711,-0.1076,0.8637
0,88.8,2009,79.8,124,2,86.76,124,0,2013,615,545,575,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-0.1082,0.8128,-0.0537,0.6498,-0.0506
1,82.4,2008,71.3,7000,2,72.6,7000,1,2013,595,580,635,0.655766942617211,485,-1,-1,-1,-1,366,-1,-0.0154,0.7119,0.1637,-0.1076,1.2121
1,75.0,2010,71.6,16092,2,68.75,16092,0,2014,290,485,310,0.744758354008939,435,-1,438,-1,-1,-1,-1,1.4208,0.2124,0.9322,-1.5021,1.247
1,79.8,2006,74.5,4408,2,74.3,4408,0,2010,255,365,315,0.0422231310972419,225,-1,-1,-1,-1,-1,-1,-0.2628,-1.2153,-0.344,1.1199,-1.5513
